corporation,product,description,investment_round,total_investment,revenue,employee_num,keyword
찬스월드,에프씨엠엠,스포츠 의류 브랜드 'FCMM'과 '플리온'을 운영하는 기업,-,-,77.5억원,14,"커머스, 헬스케어/바이오, 패션이커머스, 유통, 스포츠/운동, 의류, 패션잡화, B2C"
채널펫,채널펫,펫용품 도소매 플랫폼 '채널펫'을 운영하는 기업,-,-,298.1억원,27,"커머스, 홈리빙/펫이커머스, 유통, 도매, 사료, 펫패션, 펫케어/펫테크"
모리엔티드,모리엔티드,데이터 기반 디지털 마케팅 솔루션을 제공하는 기업,-,-,32.3억원,12,"광고/마케팅, AI/딥테크/블록체인애드테크, 마케팅솔루션, 소비자조사, 빅데이터, B2B"
프레쉬벨,파파아이,천연재료 기반 음료 커머스 플랫폼 '파파아이'를 운영하는 기업,-,-,34.1억원,19,"커머스, 푸드/농업, 제조/하드웨어이커머스, 유통, 건강기능식품, 음료, 신선식품"
비츠,비츠,"전구, 램프 및 조명장치 등을 제조, 판매하는 기업",-,-,124.8억원,39,"커머스, 제조/하드웨어, 홈리빙/펫이커머스, 가전, 제조기술, 가구, 인테리어"
가이온,가이온,빅데이터 솔루션 기반 데이터 분석 사업을 운영하는 기업,-,-,140.7억원,72,"통신/보안/데이터데이터, 프로그래밍개발, 빅데이터, B2B, SaaS/엔터프라이즈"
에이엠오토노미,에이엠오토노미,3차원 공간 스캔 장비를 개발 및 제조하는 기업,-,-,1.0억원,3,"제조/하드웨어기계장비, 하드웨어, B2B, 상품판매/브랜드/하드웨어"
인스팅터스,체레미마카,피임부터 월경까지 섹슈얼 니즈에 대한 솔루션을 제공하는 기업,-,-,-,20,"헬스케어/바이오여성용품, 위생용품"
케이디엑스한국데이터거래소,KDX 한국데이터거래소,민간 데이터거래 플랫폼 '한국데이터거래소'를 운영하는 기업,-,-,7.0억원,10,"커머스이커머스, 클라우드, 플랫폼/마켓플레이스"
더블유디지,와라지지,e스포츠 콘텐츠 플랫폼을 개발하는 기업,-,-,-,54,"콘텐츠/예술영상/비디오, 플랫폼/마켓플레이스, WEB, 콘텐츠"
카카오게임즈,프렌즈타운,PC/모바일/VR 기반 게임 퍼블리싱 플랫폼 '카카오게임즈'를 운영하는 기업,-,-,"6,859.5억원",483,"게임RPG, 캐주얼게임, B2B, B2C, 플랫폼/마켓플레이스"
알엘에이피,로벡틴,피부 재생 스킨케어 브랜드 '로벡틴'을 운영하는 기업,-,-,-,20,"뷰티/화장품스킨케어/클렌징, B2C, 상품판매/브랜드/하드웨어"
커넥트히어로,바통 블루,위탁 물류 배송 서비스를 제공하는 기업,-,-,14.2억원,,"물류물류솔루션, 배송, 배송대행, B2C, 플랫폼/마켓플레이스"
인피니소프트,이노페이,스마트폰 기반 PG 시스템/전자결제 서비스 등의 이커머스 솔루션을 개발하는 기업,-,-,190.7억원,39,"커머스, 금융/보험/핀테크이커머스, 결제/페이먼트, B2B, SaaS/엔터프라이즈"
팝콘사,,오토사 기술 기반 자율주행 소프트웨어를 개발하는 기업,-,-,5.3억원,22,"모빌리티/교통자율주행, 커넥티드카/ADAS, 인공지능"
산너머남촌,집반찬연구소,"프리미엄 반찬, 가정간편식 판매 플랫폼 '집반찬연구소'를 운영하는 기업",-,-,109.3억원,72,"커머스, 푸드/농업이커머스, 간편식/HMR, 반찬, 신선식품, B2B, B2C"
나이스페이먼츠,나이스페이,안전 결제 서비스를 제공하는 기업,-,-,"5,621.9억원",203,"금융/보험/핀테크이커머스, 결제/페이먼트"
데일리펀딩,데일리펀딩,P2P 중금리 대출 및 투자 서비스 플랫폼 '데일리펀딩'을 운영하는 기업,-,-,15.3억원,22,"금융/보험/핀테크투자, 자산관리, 대출, P2P, 재테크, B2C, 플랫폼/마켓플레이스"
썸앤컴퍼니,글로썸,라이프스타일 브랜드 '글로썸'을 운영하는 기업,-,-,7.5억원,3,"커머스, 홈리빙/펫이커머스, 비건, 생활용품/소품, B2C, 상품판매/브랜드/하드웨어"
하이어플레이스,리얼그라운드,체험형 캠핑장 예약 플랫폼 '리얼그라운드'를 운영하는 기업,-,-,1.8억원,4,"여행/레저숙박, 캠핑, B2B, B2C, 플랫폼/마켓플레이스, APP"
이엘일렉트릭,위브이,전기차 충전 브랜드 '위브이'를 운영하는 기업,-,-,821.9억원,60,"제조/하드웨어, 모빌리티/교통부품, 기계장비, 제조기술, 전기차/수소차, 하드웨어"
로보티즈,로보티즈 집개미,AI 기반 자율주행 로봇 솔루션을 제공하는 기업,-,-,269.0억원,155,"커머스, 제조/하드웨어, AI/딥테크/블록체인이커머스, 자율주행배송, 로봇, 부품, 제조기술, 자율주행"
한국전기차인프라기술,케빗,전기차 충전 서비스 및 충전 인프라 플랫폼을 제공하는 기업,-,-,67.2억원,30,"제조/하드웨어, 모빌리티/교통제조기술, 전기차/수소차, 하드웨어, B2B, B2C, APP"
핀포인트,탭,공간 기반 오피스 플랫폼 '코트'를 운영하는 기업,-,-,10.1억원,34,"부동산/건설코워킹, 프롭테크, B2B, 플랫폼/마켓플레이스, APP"
이케이,키드키즈,유아교육 플랫폼 '키드키즈'를 운영하는 기업,-,-,536.6억원,81,"커머스, 교육이커머스, 유아교육, B2B, B2C, 유아동, 상품판매/브랜드/하드웨어"
비츠로넥스텍,,"액체로켓엔진,플라즈마 시스템 부품을 개발 및 제작하는 기업",-,-,455.2억원,209,"제조/하드웨어소재, 부품, 제조기술, B2B, 상품판매/브랜드/하드웨어"
부동산일일사,부동산 114,"부동산 중개 서비스 '부동산114', '스마트R' 및 부동산 임대관리 솔루션 서비스 'RRS'를 운영하는 기업",-,-,112.3억원,40,"금융/보험/핀테크, 부동산/건설자산관리, 부동산중개, B2B, B2C, SaaS/엔터프라이즈"
로보라이즌,핑퐁로봇,교육용 로봇 제작 플랫폼 '핑퐁 로봇'을 운영하는 기업,-,-,33.6억원,16,"교육, 제조/하드웨어초등교육, 로봇, IoT, B2C, 상품판매/브랜드/하드웨어"
데카르트,데카르트,두뇌운동 플랫폼 '데카르트'를 운영하는 기업,-,-,"4,010.8만원",13,"콘텐츠/예술, 헬스케어/바이오, 게임영상/비디오, 디지털헬스케어, 심리상담/정신건강"
레듀텍,리딩오션,전자책 및 독서교육 플랫폼 '리딩오션'을 운영하는 기업,-,-,15.8억원,16,"콘텐츠/예술, 교육출판, 비대면교육, 개인화교육, B2B, B2C, SaaS/엔터프라이즈"
에이에스씨씨,얼터너티브스테레오,컬러 메이크업 브랜드 '얼터너티브스테레오'를 운영하는 기업,-,-,9.9억원,8,"커머스, 뷰티/화장품이커머스, 유통, 색조/메이크업, B2C, 상품판매/브랜드/하드웨어"
전능아이티,스마트닥터,"피부미용성형 대상 병의원 EMR, CRM 솔루션 '스마트닥터'를 운영하는 기업",-,-,-,85,"헬스케어/바이오, 인사/비즈니스/법률디지털헬스케어, 바이오/의료, CRM, ERP/그룹웨어"
글루리,포레스텝,메타버스 기반 숲 가꾸기 플랫폼 '포레스텝'을 운영하는 기업,-,-,2.9억원,4,"푸드/농업, 환경/에너지농업, 꽃, 천연자원, VR/AR, B2C, 플랫폼/마켓플레이스"
여보야,여보야,"남여 매칭 플랫폼 '여보야', 오디오 방송 플랫폼 '클럽라이브' 등을 운영하는 기업",-,-,202.8억원,112,"소셜미디어/커뮤니티방송, 라디오, 음악, 커뮤니티, 데이팅, 결혼, 부동산중개"
대기업,ㅍㅍㅅㅅ,"큐레이션 매거진을 제작, 제공하는 기업",-,-,4.8억원,2,"콘텐츠/예술미디어, 출판, 사진"
스리체어스,북저널리즘,저널 디지털 퍼블리싱 플랫폼 '북저널리즘'을 운영하는 기업,-,-,4.2억원,3,"콘텐츠/예술뉴스, 라디오, 출판, 뉴스레터, B2C, 플랫폼/마켓플레이스"
진스마트팜,그린어스,버티컬 스마트팜 기반 샐러드 브랜드 '그린어스'를 운영하는 기업,-,-,8.7억원,8,"커머스, 푸드/농업이커머스, 정기구독, 신선식품, 스마트팜/로봇, B2B"
레이즈지엘에스,리드미,"커리어 경험 콘텐츠 공유 플랫폼 '리드미' 및 대학, 기업 교육 컨설팅 서비스를 제공하는 기업",-,-,18.1억원,10,"콘텐츠/예술, 교육성인실무교육, 청소년교육, B2C, 플랫폼/마켓플레이스"
유니콘소프트,유니콘 HTTPS,광고 차단 서비스 '유니콘'을 운영하는 기업,-,-,7.9억원,8,"통신/보안/데이터정기구독, 인터넷기술, 프로그래밍개발, B2C, 광고"
순수식품,순수식품,건강기능식품 커머스 플랫폼 '순수식품'을 운영하는 기업,-,-,325.6억원,19,"커머스, 헬스케어/바이오, 푸드/농업이커머스, 정기구독, 유통, 건강기능식품, B2C"
메디쏠라,메디쏠라,개인 및 질환 기반 영양 솔루션 제공 플랫폼 '메디쏠라'를 운영하는 기업,-,-,1.7억원,21,"헬스케어/바이오, 푸드/농업바이오/의료, 당뇨/고혈압/만성질환, 간편식/HMR"
알파브릿지,탱고픽,소셜네트워크 기반 투자 플랫폼 '탱고픽'을 운영하는 기업,-,-,"4,453.9만원",11,"소셜미디어/커뮤니티, 금융/보험/핀테크커뮤니티, 투자, 자산관리, B2C, 플랫폼/마켓플레이스"
퍼니엠,다이어트신,"건강 및 다이어트 플랫폼 '다이어트신', '다신샵' 등을 운영하는 기업",-,-,293.9억원,25,"커머스, 헬스케어/바이오이커머스, 디지털헬스케어, 다이어트"
이포넷,체리,IT 번역 솔루션 서비스 및 블록체인 기반 기부 플랫폼'체리'를 운영하는 기업,-,-,251.5억원,183,"금융/보험/핀테크, 인사/비즈니스/법률, AI/딥테크/블록체인결제/페이먼트, 통번역, 암호화폐, 블록체인기술, B2B"
링커리어,링커리어,대학생 대상 맞춤형 활동 추천 플랫폼 '링커리어'를 운영하는 기업,-,-,79.2억원,,"소셜미디어/커뮤니티, 인사/비즈니스/법률커뮤니티, 구인구직/채용, 인사솔루션, 아웃소싱, B2B"
쓰리에이로직스,쓰리에이로직스,IT SoC 설계 기술 기반 NFC/ RFID 관련 SoC를 개발하는 기업,-,-,141.6억원,44,"금융/보험/핀테크, 제조/하드웨어, AI/딥테크/블록체인IoT, 제조기술, B2B, 상품판매/브랜드/하드웨어"
콩테크,콩체크,블루투스(비콘) 기술 기반 IoT 서비스를 개발하는 기업,-,-,21.6억원,15,"AI/딥테크/블록체인IoT, B2B, SaaS/엔터프라이즈, WEB, 소프트웨어"
굿럭컴퍼니,굿럭컴퍼니,국내외 짐 배송 및 보관 서비스를 제공하는 기업,-,-,2.3억원,6,"물류, 여행/레저배송, 배송대행, 여행정보, B2B, 교육/컨설팅/용역"
소프트웨어인라이프,닥스웨이브,클라우스 워크플로우 서비스 '닥스웨이브'를 운영하는 기업,-,-,14.2억원,6,"인사/비즈니스/법률, 통신/보안/데이터조직관리/조직문화, 협업툴/생산성, 경리/경영관리"
레시펫,레시펫,반려동물 자연식 브랜드 '레시펫'을 운영하는 기업,-,-,4.7억원,5,"커머스, 홈리빙/펫이커머스, 사료, 펫케어/펫테크, B2C, 상품판매/브랜드/하드웨어"
루츠랩,루츠랩,미세플라스틱 대체 친환경 소재 개발하는 기업,-,-,12.8억원,6,"제조/하드웨어, 환경/에너지제조기술, 리사이클링/업사이클링, 하드웨어, B2B"
루나랩스,봇아이,3D 카메라 및 디지털 트윈 기반 조리로봇 '봇띠'를 개발하는 기업,-,-,10.3억원,10,"푸드/농업, 제조/하드웨어로봇, 제조기술, 3D그래픽/CG, 하드웨어"
키블,키블,"발달장애 교육, 체험 플랫폼 '키블' 및 영유아 성장발달 플랫폼 '닥터콩'을 운영하는 기업",-,-,1.4억원,,"콘텐츠/예술, 교육, 유아/출산검색/검색엔진, B2C, 유아동, 장애인, 플랫폼/마켓플레이스"
테일즈샵,그녀의 세계,남성향 비주얼 노벨 장르 게임을 개발하는 기업,-,-,11.2억원,6,"게임, 통신/보안/데이터캐주얼게임, 프로그래밍개발, B2C, APP"
풀스택,KYC,자금세탁 위험분석 및 법인확인 서비스 '아르고스'를 운영하는 기업,-,-,10.6억원,11,"인사/비즈니스/법률, 통신/보안/데이터법률, 경리/경영관리, 프로그래밍개발, B2B, WEB"
비에이블컴퍼니,라이브힛,빅데이터 기반 한국 브랜드의 중국 라이브커머스 중개플랫폼 ‘라이브힛’을 운영하는 기업,-,-,5.7억원,6,"커머스, 광고/마케팅, AI/딥테크/블록체인이커머스, 라이브커머스, 마케팅솔루션, 빅데이터, B2B"
엘젠,에이아이노트,AI 기반 음성인식 챗 GPT '에이아이노트'를 운영하는 기업,-,-,41.2억원,29,"AI/딥테크/블록체인메세지, 문서작성, 인공지능, B2B, B2C, SaaS/엔터프라이즈"
위드나미,위드나미,뷰티 커머스 '위드나미'를 운영하는 기업,-,-,-,4,"커머스, 뷰티/화장품이커머스, 스킨케어/클렌징, B2C, 상품판매/브랜드/하드웨어"
페이지,베이지크,뷰티 브랜드 '베이지크'를 운영하는 기업,-,-,25.1억원,,"커머스, 뷰티/화장품이커머스, 비건, 스킨케어/클렌징, 헤어/바디"
디에스네이처,달심,여성 이너뷰티 식품 브랜드 '달심'을 운영하는 기업,-,-,104.1억원,10,"커머스, 헬스케어/바이오, 푸드/농업이커머스, 다이어트, 음료, 가공식품, B2C, 상품판매/브랜드/하드웨어"
어라운드블루,,친환경 플라스틱 소재 및 각종 플라스틱 응용제품을 제조하는 기업,-,-,5.3억원,12,"제조/하드웨어, 환경/에너지소재, 제조기술, 하드웨어, B2B, ESG"
에잇피플브루어리,버블케미스트리,수제맥주 브랜드 '버블케미스트리'를 운영하는 기업,-,-,8.1억원,6,"커머스, 푸드/농업맥주, 제조기술, B2B, B2C, 상품판매/브랜드/하드웨어"
빔스튜디오,릴리,디지털 휴먼 기획 및 실감형 영상 콘텐츠 제작하는 기업,-,-,5.7억원,4,"콘텐츠/예술, AI/딥테크/블록체인인공지능, VR/AR, B2B, 콘텐츠, 버추얼 휴먼, 생성형AI"
리뷰리치,키즈플레이스,키즈 장소 콘텐츠 플랫폼 '키즈플레이스'를 운영하는 기업,-,-,2.5억원,6,"유아/출산키즈카페, 육아정보, B2C, 유아동, 플랫폼/마켓플레이스"
블랑두부,블랑두부,화장품 브랜드 '누본셀'을 운영하는 기업,-,-,272.5억원,12,"커머스, 뷰티/화장품이커머스, 스킨케어/클렌징, 색조/메이크업, B2C"
크리스천메이트,크리스천메이트,기독교인 소개팅 서비스 '크리스천메이트'를 운영하는 기업,-,-,-,19,"소셜미디어/커뮤니티데이팅, B2C, 플랫폼/마켓플레이스, APP, WEB"
미라클헬스케어,미라클EMS,IoT 및 빅데이터 기반 디지털헬스케어 기기를 제조하는 기업,-,-,11.6억원,9,"헬스케어/바이오, 제조/하드웨어, AI/딥테크/블록체인디지털헬스케어, 홈트레이닝, 웨어러블, IoT"
초록별,페트병무인수거기기,페트병 재활용 무인수거기기를 제조하는 기업,-,-,7.4억원,,"제조/하드웨어, 환경/에너지기계장비, 제조기술, 리사이클링/업사이클링, 폐기물"
엔벨롭스,,개도국 대상 신재생에너지 및 기후대응 프로젝트를 개발하는 기업,-,-,6.1억원,6,"환경/에너지태양광, 기타신재생에너지, B2B, 투자수익"
에스제이,인공경량골재,경량골재 및 광물섬유를 제조하는 기업,-,-,349.2억원,6,"제조/하드웨어, 환경/에너지소재, 부품, 제조기술, 폐기물, B2B, 상품판매/브랜드/하드웨어"
아이텍솔루션,,AI기반 수학문제 변환 서비스 및 수식 필기 인식 서비스 플랫폼을 운영하는 기업,-,-,36.1억원,6,"교육, AI/딥테크/블록체인수학, 비대면교육, 인공지능, 딥러닝/머신러닝"
포인트나인크루,온츠,온라인커머스 기반 인큐베이팅 서비스 제공 및 유니섹슈얼 패션브랜드 '온츠'를 운영하는 기업,-,-,-,8,"커머스, 패션, 인사/비즈니스/법률이커머스, 리테일테크, 의류, 신발, 패션잡화, VC/ACC"
펫스니즈,닥터파인드,반려동물 대상 건강검진 헬스케어 솔루션을 개발하는 기업,-,-,1.1억원,4,"헬스케어/바이오, 홈리빙/펫디지털헬스케어, 바이오/의료, 펫케어/펫테크, B2C"
